id,make,model,year,VClass,drive,trans,fuelType,cylinders,displ,city,UCity,highway,UHighway,co2,feScore,ghgScore,efficiency_value,pv_value
32204,Nissan,GT-R,2013-01-01,Subcompact Cars,All-Wheel Drive,Automatic (AM6),Premium Gasoline,6,3.8,16.4596,20.2988,22.5568,30.1798,471,4,4,pv2,79
32205,Volkswagen,CC,2013-01-01,Compact Cars,Front-Wheel Drive,Automatic (AM-S6),Premium Gasoline,4,2.0,21.8706,26.977,31.0367,42.4936,349,6,6,pv2,94
32206,Volkswagen,CC,2013-01-01,Compact Cars,Front-Wheel Drive,Automatic (S6),Premium Gasoline,6,3.6,17.4935,21.2,26.5716,35.1,429,5,5,pv2,94
32207,Volkswagen,CC 4motion,2013-01-01,Compact Cars,All-Wheel Drive,Automatic (S6),Premium Gasoline,6,3.6,16.9415,20.5,25.219,33.5,446,5,5,pv2,94
32208,Chevrolet,Malibu eAssist,2013-01-01,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.4,24.7726,31.9796,35.534,51.8816,310,8,8,pv2,0
32209,Lexus,GS 350,2013-01-01,Midsize Cars,Rear-Wheel Drive,Automatic (S6),Premium Gasoline,6,3.5,19.4325,24.1499,28.2234,38.5,393,6,6,pv2,0
32210,Lexus,GS 350 AWD,2013-01-01,Midsize Cars,All-Wheel Drive,Automatic (S6),Premium Gasoline,6,3.5,18.5752,23.5261,26.3573,36.2109,412,5,5,pv2,0
32214,Hyundai,Genesis Coupe,2013-01-01,Subcompact Cars,Rear-Wheel Drive,Automatic 8-spd,Premium Gasoline,4,2.0,17.445999999999998,21.7946,26.6295,37.6731,432,5,5,pv2,89
32215,Hyundai,Genesis Coupe,2013-01-01,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.0,20.6741,26.2,29.2741,41.8,375,6,6,pv2,89
32216,Hyundai,Genesis Coupe,2013-01-01,Subcompact Cars,Rear-Wheel Drive,Automatic 8-spd,Premium Gasoline,6,3.8,16.4675,20.4839,24.5605,34.4972,461,4,4,pv2,89
32217,Hyundai,Genesis Coupe,2013-01-01,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.8,18.1909,22.8,26.7761,37.9,420,5,5,pv2,89
32218,Volkswagen,CC,2013-01-01,Compact Cars,Front-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.0,20.8232,25.7303,31.7255,43.9687,360,6,6,pv2,94
32219,Lincoln,MKS AWD,2013-01-01,Large Cars,All-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.7,18.0431,22.6,25.9987,36.7,424,5,5,pv2,0
32220,Lincoln,MKS AWD,2013-01-01,Large Cars,All-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.5,17.1523,21.4,25.0,35.6,446,5,5,pv2,0
32221,Lincoln,MKS FWD,2013-01-01,Large Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.7,17.9906,22.529,26.5429,37.5393,422,5,5,pv2,0
32231,Mazda,6,2013-01-01,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.7,17.7357,21.7,26.6826,34.6,463,5,5,pv2,0
32232,Ford,Taurus AWD,2013-01-01,Large Cars,All-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.5,18.117,22.7,25.5432,36.0,426,5,5,pv2,0
32233,Ford,Taurus AWD,2013-01-01,Large Cars,All-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.5,17.1523,21.4,25.0,35.6,446,5,5,pv2,0
32234,Ford,Taurus AWD FFV,2013-01-01,Large Cars,All-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.5,18.117,22.7,25.5432,36.0,426,5,5,pv2,0
32235,Ford,Taurus FWD,2013-01-01,Large Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.5,19.3144,24.329,28.1465,40.0311,395,6,6,pv2,0
32244,Ford,Mustang,2013-01-01,Subcompact Cars,Rear-Wheel Drive,Automatic 6-spd,Regular Gasoline,6,3.7,19.2053,24.1798,30.4395,43.6431,386,6,6,pv2,83
32245,Ford,Mustang,2013-01-01,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Regular Gasoline,6,3.7,18.5595,23.3,28.574,40.7,403,5,5,pv2,83
32246,Ford,Mustang,2013-01-01,Subcompact Cars,Rear-Wheel Drive,Automatic 6-spd,Regular Gasoline,8,5.0,17.5859,21.9829,24.9515,35.0939,438,5,5,pv2,83
32247,Ford,Mustang,2013-01-01,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Regular Gasoline,8,5.0,15.5004,19.1995,25.2823,35.6,473,4,4,pv2,83
32248,Ford,Mustang Convertible,2013-01-01,Subcompact Cars,Rear-Wheel Drive,Automatic 6-spd,Regular Gasoline,6,3.7,19.2257,24.2077,29.0745,41.4859,392,6,6,pv2,81
32249,Kia,Rio,2013-01-01,Compact Cars,Front-Wheel Drive,Automatic 6-spd,Regular Gasoline,4,1.6,28.0,38.7,36.0,56.5,291,8,8,pv2,0
32250,Kia,Rio,2013-01-01,Compact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,1.6,29.0,39.5,37.0,56.8,283,8,8,pv2,0
32251,Kia,Rio Eco,2013-01-01,Compact Cars,Front-Wheel Drive,Automatic 6-spd,Regular Gasoline,4,1.6,30.0,40.7278,36.0,56.955,279,8,8,pv2,0
32252,Hyundai,Elantra,2013-01-01,Midsize Cars,Front-Wheel Drive,Automatic 6-spd,Regular Gasoline,4,1.8,28.0,37.8169,38.0,56.5,284,8,8,pv2,0
32253,Hyundai,Elantra,2013-01-01,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,1.8,28.0,38.2,38.0,56.5,284,8,8,pv2,0
32254,Hyundai,Elantra Blue,2013-01-01,Midsize Cars,Front-Wheel Drive,Automatic 6-spd,Regular Gasoline,4,1.8,28.0,38.6483,38.0,57.0799,285,8,8,pv2,0
32255,Hyundai,Elantra Coupe,2013-01-01,Midsize Cars,Front-Wheel Drive,Automatic 6-spd,Regular Gasoline,4,1.8,27.0,35.9599,37.0,55.6829,294,8,8,pv2,95
32256,Hyundai,Elantra Coupe,2013-01-01,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,1.8,28.0,38.0,38.0,56.6,285,8,8,pv2,95
32257,Mazda,6,2013-01-01,Midsize Cars,Front-Wheel Drive,Automatic (S5),Regular Gasoline,4,2.5,21.3496,27.1379,29.727,42.5144,363,6,6,pv2,0
32258,Mazda,6,2013-01-01,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.5,21.1786,26.9,29.6545,42.4,367,6,6,pv2,0
32259,Ford,Taurus FWD FFV,2013-01-01,Large Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.5,19.3144,24.329,28.1465,40.0311,396,6,6,pv2,0
32260,Porsche,Panamera GTS,2013-01-01,Large Cars,All-Wheel Drive,Automatic 7-spd,Premium Gasoline,8,4.8,15.8782,19.7,23.3764,32.7,478,4,4,pv2,0
32308,Scion,FR-S,2013-01-01,Minicompact Cars,Rear-Wheel Drive,Automatic (S6),Premium Gasoline,4,2.0,24.4382,31.5,32.9333,47.6385,320,7,7,pv2,77
32309,Scion,FR-S,2013-01-01,Minicompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.0,21.5146,27.3679,29.723000000000003,42.5082,361,6,6,pv2,77
32310,Subaru,BRZ,2013-01-01,Minicompact Cars,Rear-Wheel Drive,Automatic (S6),Premium Gasoline,4,2.0,24.4382,31.5,32.7237,47.3,321,7,7,pv2,77
32311,Subaru,BRZ,2013-01-01,Minicompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.0,21.4659,27.3,29.2106,41.7,363,6,6,pv2,77
32312,Porsche,Panamera 4S,2013-01-01,Large Cars,All-Wheel Drive,Automatic 7-spd,Premium Gasoline,8,4.8,16.2544,20.2,23.7068,33.2,468,4,4,pv2,0
32313,Porsche,Panamera S,2013-01-01,Large Cars,Rear-Wheel Drive,Automatic 7-spd,Premium Gasoline,8,4.8,16.2544,20.2,23.7068,33.2,468,4,4,pv2,0
32339,Lexus,GS 450h,2013-01-01,Midsize Cars,Rear-Wheel Drive,Automatic (AV-S6),Premium Gasoline,6,3.5,29.3141,39.661,34.1668,44.2662,283,8,8,pv2,0
32340,Hyundai,Sonata,2013-01-01,Large Cars,Front-Wheel Drive,Automatic 6-spd,Regular Gasoline,4,2.0,22.2521,28.4,32.8476,47.5,342,7,7,pv2,0
32341,Hyundai,Sonata,2013-01-01,Large Cars,Front-Wheel Drive,Automatic 6-spd,Regular Gasoline,4,2.4,23.554,30.2388,33.7731,49.0,327,7,7,pv2,0
32342,Hyundai,Sonata,2013-01-01,Large Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.4,23.5267,30.2,33.7116,48.9,328,7,7,pv2,0
32359,Bentley,Continental GTC,2013-01-01,Subcompact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.0,14.0639,17.4,23.9773,30.8,517,4,4,pv2,86
32360,Bentley,Continental GTC,2013-01-01,Subcompact Cars,All-Wheel Drive,Automatic (S6),Premium Gasoline,12,6.0,11.2476,13.7,18.7327,24.6,646,2,2,pv2,86
32361,Bentley,Continental Supersports Convertible,2013-01-01,Subcompact Cars,All-Wheel Drive,Automatic (S6),Premium Gasoline,12,6.0,11.5043,13.9,18.877,24.7,633,2,2,pv2,86
32362,Bentley,Continental GT,2013-01-01,Compact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.0,15.0109,19.0,24.4645,33.5,488,4,4,pv2,89
32363,Bentley,Continental GT,2013-01-01,Compact Cars,All-Wheel Drive,Automatic (S6),Premium Gasoline,12,6.0,11.5043,13.9,18.877,24.7,633,2,2,pv2,89
32364,Hyundai,Accent,2013-01-01,Compact Cars,Front-Wheel Drive,Automatic 6-spd,Regular Gasoline,4,1.6,28.0,38.2154,37.0,57.8957,285,8,8,pv2,0
32365,Hyundai,Accent,2013-01-01,Compact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,1.6,28.0,38.9,37.0,56.6,276,8,8,pv2,0
32366,Bentley,Continental Flying Spur,2013-01-01,Midsize Cars,All-Wheel Drive,Automatic (S6),Premium Gasoline,12,6.0,11.2476,13.7,18.7327,24.6,646,2,2,pv2,102
32375,Porsche,911 Carrera,2013-01-01,Minicompact Cars,Rear-Wheel Drive,Manual 7-spd,Premium Gasoline,6,3.4,18.8536,23.7,26.9699,38.2,409,5,5,pv2,70
32376,Porsche,911 Carrera,2013-01-01,Minicompact Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.4,20.1673,25.5,27.8062,39.5,386,6,6,pv2,70
32377,Porsche,911 Carrera Cabriolet,2013-01-01,Minicompact Cars,Rear-Wheel Drive,Manual 7-spd,Premium Gasoline,6,3.4,19.0003,23.9,26.8407,38.0,406,5,5,pv2,68
32378,Porsche,911 Carrera Cabriolet,2013-01-01,Minicompact Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.4,20.1673,25.5,27.8062,39.5,386,6,6,pv2,68
32379,Porsche,911 Carrera S,2013-01-01,Minicompact Cars,Rear-Wheel Drive,Manual 7-spd,Premium Gasoline,6,3.8,18.7066,23.5,26.9699,38.2,411,5,5,pv2,70
32380,Porsche,911 Carrera S,2013-01-01,Minicompact Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.8,19.4394,24.5,26.7761,37.9,401,5,5,pv2,70
32381,Porsche,911 Carrera S Cabriolet,2013-01-01,Minicompact Cars,Rear-Wheel Drive,Manual 7-spd,Premium Gasoline,6,3.8,18.6331,23.4,26.3231,37.2,414,5,5,pv2,68
32382,Porsche,911 Carrera S Cabriolet,2013-01-01,Minicompact Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.8,18.927,23.8,26.7761,37.9,407,5,5,pv2,68
32383,Porsche,911 Carrera 4,2013-01-01,Minicompact Cars,4-Wheel Drive,Manual 7-spd,Premium Gasoline,6,3.4,19.0003,23.9,26.9699,38.2,406,5,5,pv2,70
32384,Porsche,911 Carrera 4,2013-01-01,Minicompact Cars,4-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.4,19.9494,25.2,27.3565,38.8,391,6,6,pv2,70
32385,Porsche,911 Carrera 4 Cabriolet,2013-01-01,Minicompact Cars,4-Wheel Drive,Manual 7-spd,Premium Gasoline,6,3.4,18.6331,23.4,25.9987,36.7,416,5,5,pv2,68
32386,Porsche,911 Carrera 4 Cabriolet,2013-01-01,Minicompact Cars,4-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.4,19.5853,24.7,26.6469,37.7,399,5,5,pv2,68
32387,Porsche,911 Carrera 4S,2013-01-01,Minicompact Cars,4-Wheel Drive,Manual 7-spd,Premium Gasoline,6,3.8,18.4122,23.1,26.0636,36.8,419,5,5,pv2,70
32388,Porsche,911 Carrera 4S,2013-01-01,Minicompact Cars,4-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.8,19.1468,24.1,25.9987,36.7,408,5,5,pv2,70
32389,Porsche,911 Carrera 4S Cabriolet,2013-01-01,Minicompact Cars,4-Wheel Drive,Manual 7-spd,Premium Gasoline,6,3.8,18.1909,22.8,25.6084,36.1,424,5,5,pv2,68
32390,Porsche,911 Carrera 4S Cabriolet,2013-01-01,Minicompact Cars,4-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.8,18.5595,23.3,25.8037,36.4,419,5,5,pv2,68
32391,Ford,Mustang,2013-01-01,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,5.8,15.1496,18.7363,23.7783,33.3083,490,4,4,pv2,83
32392,Chevrolet,Camaro,2013-01-01,Compact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,6.2,14.2081,17.5,19.0116,26.2,554,3,3,pv2,93
32393,Chevrolet,Camaro,2013-01-01,Compact Cars,Rear-Wheel Drive,Automatic (S6),Premium Gasoline,8,6.2,11.7417,14.3089,17.7734,24.391,641,2,2,pv2,93
32394,Chevrolet,Camaro,2013-01-01,Compact Cars,Rear-Wheel Drive,Manual 6-spd,Regular Gasoline,8,6.2,15.7648,19.5496,23.7213,33.222,478,4,4,pv2,93
32395,Chevrolet,Camaro,2013-01-01,Compact Cars,Rear-Wheel Drive,Automatic 6-spd,Regular Gasoline,6,3.6,18.6331,23.4,29.3376,41.9,399,5,5,pv2,93
32396,Chevrolet,Camaro,2013-01-01,Compact Cars,Rear-Wheel Drive,Manual 6-spd,Regular Gasoline,6,3.6,16.8538,21.0,27.4851,39.0,436,5,5,pv2,93
32397,Chevrolet,Camaro,2013-01-01,Compact Cars,Rear-Wheel Drive,Automatic (S6),Regular Gasoline,8,6.2,15.5432,19.2561,24.0791,33.7648,480,4,4,pv2,93
32398,Audi,A8,2013-01-01,Midsize Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,17.8058,22.5575,27.5484,37.3745,418,5,5,pv2,0
32399,Buick,Regal eAssist,2013-01-01,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.4,24.7726,31.9796,36.0,51.8816,312,8,8,pv2,0
32400,Buick,LaCrosse eAssist,2013-01-01,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.4,24.7726,31.9796,36.0,51.8816,312,8,8,pv2,0
32401,Cadillac,CTS,2013-01-01,Midsize Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,6.2,14.2081,17.5,19.0116,26.2,554,3,3,pv2,99
32402,Cadillac,CTS,2013-01-01,Midsize Cars,Rear-Wheel Drive,Automatic (S6),Regular Gasoline,8,6.2,11.7417,14.3089,17.7734,24.391,641,2,2,pv2,99
32403,Dodge,Dart,2013-01-01,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Premium Gasoline,4,1.4,26.9575,35.1499,38.1314,56.1993,285,8,8,pv2,0
32404,Dodge,Dart,2013-01-01,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.0,24.891,32.1499,35.2717,51.45,309,8,8,pv2,0
32405,Infiniti,M37x,2013-01-01,Midsize Cars,All-Wheel Drive,Automatic (S7),Premium Gasoline,6,3.7,17.5243,21.9,23.8388,33.4,447,5,5,pv2,0
32406,Audi,A8 L,2013-01-01,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,17.8058,22.5575,27.5484,37.3745,418,5,5,pv2,0
32407,Hyundai,Equus,2013-01-01,Large Cars,Rear-Wheel Drive,Automatic 8-spd,Premium Gasoline,8,5.0,15.4152,19.0869,23.0697,32.2369,493,4,4,pv2,0
32408,Porsche,Panamera,2013-01-01,Large Cars,Rear-Wheel Drive,Automatic 7-spd,Premium Gasoline,6,3.6,18.0431,22.6,26.3879,37.3,422,5,5,pv2,0
32409,Porsche,Panamera 4,2013-01-01,Large Cars,4-Wheel Drive,Automatic 7-spd,Premium Gasoline,6,3.6,17.7469,22.2,25.8687,36.5,429,5,5,pv2,0
32485,Infiniti,G37 Convertible,2013-01-01,Subcompact Cars,Rear-Wheel Drive,Automatic (S7),Premium Gasoline,6,3.7,17.354,21.6709,25.0312,35.2157,441,5,5,pv2,78
32486,Infiniti,G37 Convertible,2013-01-01,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.7,16.2544,20.2,23.5087,32.9,474,4,4,pv2,78
32487,Infiniti,G37 Coupe,2013-01-01,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.7,16.6636,20.7457,24.726,34.7496,454,5,5,pv2,85
32488,Infiniti,G37 Coupe,2013-01-01,Subcompact Cars,Rear-Wheel Drive,Automatic (S7),Premium Gasoline,6,3.7,18.9107,23.7778,26.3108,37.181,411,5,5,pv2,85
32489,Infiniti,G37x Coupe,2013-01-01,Subcompact Cars,All-Wheel Drive,Automatic (S7),Premium Gasoline,6,3.7,17.7872,22.2543,24.9791,35.1361,435,5,5,pv2,85
32490,Buick,LaCrosse,2013-01-01,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.6,17.3012,21.6,27.0,38.5,433,5,5,pv2,0
32491,Infiniti,M56,2013-01-01,Midsize Cars,Rear-Wheel Drive,Automatic (S7),Premium Gasoline,8,5.6,15.6992,19.4626,24.2328,33.9984,476,4,4,pv2,0
32492,Infiniti,M56x,2013-01-01,Midsize Cars,All-Wheel Drive,Automatic (S7),Premium Gasoline,8,5.6,15.6967,19.4593,22.9117,31.9986,487,4,4,pv2,0
32493,Infiniti,M35h,2013-01-01,Midsize Cars,Rear-Wheel Drive,Automatic (S7),Premium Gasoline,6,3.5,26.6501,34.7,31.4791,45.3,312,8,8,pv2,0
32494,Infiniti,M37,2013-01-01,Midsize Cars,Rear-Wheel Drive,Automatic (S7),Premium Gasoline,6,3.7,18.3622,23.0321,26.0544,36.7857,420,5,5,pv2,0
32495,Subaru,Legacy AWD,2013-01-01,Midsize Cars,All-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.5,21.1244,26.8246,27.7142,39.3566,375,6,6,pv2,0
32496,Subaru,Legacy AWD,2013-01-01,Midsize Cars,All-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.5,24.0036,30.8789,31.6199,45.5255,330,7,7,pv2,0
32497,Subaru,Legacy AWD,2013-01-01,Midsize Cars,All-Wheel Drive,Automatic (S5),Regular Gasoline,6,3.6,17.5343,21.9134,24.3935,34.2429,443,5,5,pv2,0
32498,Cadillac,XTS,2013-01-01,Large Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.6,17.3012,21.6,27.1633,38.5,430,5,5,pv2,0
32519,Porsche,911 Turbo,2013-01-01,Minicompact Cars,Rear-Wheel Drive,Automatic 7-spd,Premium Gasoline,6,3.8,16.5545,20.6,24.431,34.3,458,4,4,pv2,70
32520,Porsche,911 Turbo Cabriolet,2013-01-01,Minicompact Cars,Rear-Wheel Drive,Automatic 7-spd,Premium Gasoline,6,3.8,15.9151,19.7489,24.134,33.8482,476,4,4,pv2,70
32521,Porsche,911 Turbo S,2013-01-01,Minicompact Cars,Rear-Wheel Drive,Automatic 7-spd,Premium Gasoline,6,3.8,16.5545,20.6,24.431,34.3,458,4,4,pv2,70
32522,Porsche,911 Turbo S Cabriolet,2013-01-01,Minicompact Cars,Rear-Wheel Drive,Automatic 7-spd,Premium Gasoline,6,3.8,15.9151,19.7489,24.134,33.8482,476,4,4,pv2,70
32523,Porsche,911 Turbo,2013-01-01,Minicompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.8,16.4796,20.5,23.7068,33.2,464,4,4,pv2,70
32524,Porsche,911 Turbo Cabriolet,2013-01-01,Minicompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.8,16.1041,20.0,23.6408,33.1,470,4,4,pv2,70
32525,Ford,Fiesta FWD,2013-01-01,Subcompact Cars,Front-Wheel Drive,Automatic (AM6),Regular Gasoline,4,1.6,28.9521,38.1,37.3549,54.9,275,8,8,pv2,0
32526,Ford,Fiesta FWD,2013-01-01,Subcompact Cars,Front-Wheel Drive,Manual 5-spd,Regular Gasoline,4,1.6,28.8312,37.9197,37.2646,54.7494,276,8,8,pv2,0
32527,Ford,Fiesta SFE FWD,2013-01-01,Subcompact Cars,Front-Wheel Drive,Automatic (AM6),Regular Gasoline,4,1.6,28.9735,38.132,38.1655,56.2565,272,8,8,pv2,0
32528,Buick,Verano,2013-01-01,Compact Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.4,20.7463,26.3,30.9781,44.5,363,6,6,pv2,0
32529,Chevrolet,Camaro,2013-01-01,Compact Cars,Rear-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.6,17.7469,22.2,26.4527,37.4,427,5,5,pv2,93
32530,Scion,tC,2013-01-01,Compact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.5,22.5845,28.8674,29.9861,42.9242,348,7,7,pv2,0
32531,Scion,tC,2013-01-01,Compact Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.5,22.4966,28.7437,30.1758,43.2247,348,7,7,pv2,0
32532,Subaru,Impreza AWD,2013-01-01,Compact Cars,All-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.0,26.6657,34.7227,34.7644,50.6177,299,8,8,pv2,0
32533,Subaru,Impreza AWD,2013-01-01,Compact Cars,All-Wheel Drive,Manual 5-spd,Premium Gasoline,4,2.5,18.6743,23.456,24.5412,34.4678,426,5,5,pv2,0
32534,Subaru,Impreza AWD,2013-01-01,Compact Cars,All-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.5,16.7674,20.8845,22.5537,31.4599,468,4,4,pv2,0
32535,Buick,LaCrosse,2013-01-01,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.6,17.2268,21.5,26.9053,38.1,432,5,5,pv2,0
32536,Buick,Regal,2013-01-01,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.0,18.3385,23.0,28.1266,40.0,409,5,5,pv2,0
32537,Buick,Regal,2013-01-01,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.0,19.8039,25.0,30.9781,44.5,376,6,6,pv2,0
32538,Buick,Regal,2013-01-01,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.0,18.3385,23.0,28.1266,40.0,409,5,5,pv2,0
32539,Cadillac,CTS,2013-01-01,Midsize Cars,Rear-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.6,17.7469,22.2,26.4527,37.4,427,5,5,pv2,99
32540,Chevrolet,Cruze Eco,2013-01-01,Midsize Cars,Front-Wheel Drive,Automatic 6-spd,Regular Gasoline,4,1.4,25.9637,33.7,37.3849,54.95,295,8,8,pv2,0
32541,Chevrolet,Cruze,2013-01-01,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,1.4,25.9637,33.7,36.5133,53.5,298,8,8,pv2,0
32542,Chevrolet,Cruze Eco,2013-01-01,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,1.4,27.8749,36.5,40.2019,59.7,273,8,8,pv2,0
32543,Chevrolet,Cruze,2013-01-01,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,1.4,25.6879,33.3,36.4832,53.45,300,8,8,pv2,0
32544,Chevrolet,Cruze,2013-01-01,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,1.8,24.7868,32.0,35.2413,51.4,309,8,8,pv2,0
32545,Chevrolet,Cruze,2013-01-01,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,1.8,22.3233,28.5,33.8346,49.1,336,7,7,pv2,0
32560,Audi,A5 quattro,2013-01-01,Subcompact Cars,All-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.0,22.2425,27.624,32.0861,43.9699,343,7,7,pv2,84
32561,Audi,S5,2013-01-01,Subcompact Cars,All-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.0,18.117,22.4,27.558000000000003,35.8,413,5,5,pv2,84
32562,Audi,S5 Cabriolet,2013-01-01,Subcompact Cars,All-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.0,17.6699,22.1,25.953000000000003,34.7,429,5,5,pv2,81
32563,Audi,S5,2013-01-01,Subcompact Cars,All-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.0,17.0438,20.0,26.023000000000003,33.4,439,5,5,pv2,84
32564,Audi,RS 5,2013-01-01,Subcompact Cars,All-Wheel Drive,Automatic (AM-S7),Premium Gasoline,8,4.2,15.7409,19.1,23.3075,30.0,480,4,4,pv2,84
32565,Audi,TT Coupe quattro,2013-01-01,Subcompact Cars,All-Wheel Drive,Automatic (AM-S6),Premium Gasoline,4,2.0,22.407,28.4068,31.1674,42.2579,345,7,7,pv2,74
32566,Audi,TT RS Coupe,2013-01-01,Subcompact Cars,All-Wheel Drive,Manual 6-spd,Premium Gasoline,5,2.5,17.750999999999998,21.2,25.2021,34.2,432,5,5,pv2,0
32567,Chevrolet,Spark,2013-01-01,Subcompact Cars,Front-Wheel Drive,Manual 5-spd,Regular Gasoline,4,1.2,31.2715,41.6,36.8746,54.1,265,9,9,pv2,0
32568,Roush Performance,Stage 3 Mustang,2013-01-01,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,5.0,14.0551,17.3,21.7131,30.2,530,4,4,pv2,83
32569,Roush Performance,Stage 3 Mustang,2013-01-01,Subcompact Cars,Rear-Wheel Drive,Automatic 6-spd,Premium Gasoline,8,5.0,15.7274,19.5,22.5138,31.4,488,4,4,pv2,83
32570,Volkswagen,Eos,2013-01-01,Subcompact Cars,Front-Wheel Drive,Automatic (AM-S6),Premium Gasoline,4,2.0,21.7634,27.5,30.1121,41.5,354,6,6,pv2,77
32571,Volvo,C70 FWD,2013-01-01,Subcompact Cars,Front-Wheel Drive,Automatic (S5),Regular Gasoline,5,2.5,18.7066,23.5,27.4208,38.9,400,5,5,pv2,84
32572,Audi,A4 quattro,2013-01-01,Compact Cars,All-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.0,22.2425,27.624,32.0861,43.9699,343,7,7,pv2,0
32573,Audi,S4,2013-01-01,Compact Cars,All-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.0,18.117,22.4,27.558000000000003,35.8,413,5,5,pv2,0
