id,make,model,year,VClass,drive,trans,fuelType,cylinders,displ,city,UCity,highway,UHighway,co2,feScore,ghgScore,efficiency_value,pv_value
34188,Jaguar,XF,2014-01-01,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,5.0,15.0794,18.6437,22.8419,31.8935,500,4,4,pv2,0
34189,Jaguar,XF AWD,2014-01-01,Midsize Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,16.0289,19.9,25.478,35.9,461,4,4,pv2,0
34190,Maserati,Ghibli V6 AWD,2014-01-01,Midsize Cars,All-Wheel Drive,Automatic 8-spd,Premium Gasoline,6,3.0,15.1221,18.7,24.6968,34.705,488,4,4,pv2,0
34191,Rolls-Royce,Wraith,2014-01-01,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.6,12.6018,15.5,21.1714,27.7,577,2,2,pv2,99
34192,BMW,328i xDrive Gran Turismo,2014-01-01,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,22.2419,28.3857,32.4972,46.9347,346,7,7,pv2,0
34193,BMW,535i Gran Turismo,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,19.0026,23.9032,27.1814,38.5281,405,5,5,pv2,0
34194,BMW,550i Gran Turismo,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,16.2969,20.2565,24.3493,34.1756,465,4,4,pv2,0
34195,BMW,550i xDrive Gran Turismo,2014-01-01,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,15.9304,19.7692,23.8308,33.388000000000005,469,4,4,pv2,0
34196,BMW,750i,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,16.7177,20.818,24.6666,34.6589,456,5,5,pv2,0
34197,BMW,750Li,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,16.2969,20.2565,24.3493,34.1756,465,4,4,pv2,0
34198,BMW,750i xDrive,2014-01-01,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,15.9304,19.7692,23.8308,33.388000000000005,469,4,4,pv2,0
34199,BMW,750Li xDrive,2014-01-01,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,15.9304,19.7692,23.8308,33.388000000000005,469,4,4,pv2,0
34200,BMW,Alpina B7 SWB,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,16.2969,20.2565,24.3493,34.1756,465,4,4,pv2,0
34201,BMW,Alpina B7 LWB,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,16.2969,20.2565,24.3493,34.1756,465,4,4,pv2,0
34202,BMW,Alpina B7 SWB xDrive,2014-01-01,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,15.9304,19.7692,23.8308,33.388000000000005,469,4,4,pv2,0
34203,BMW,Alpina B7 LWB xDrive,2014-01-01,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,15.9304,19.7692,23.8308,33.388000000000005,469,4,4,pv2,0
34204,BMW,760Li,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.0,12.6685,15.5,20.3686,28.2,584,2,2,pv2,0
34205,Cadillac,XTS,2014-01-01,Large Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.6,17.9383,22.4584,27.6447,39.2483,417,5,5,pv2,0
34206,Chrysler,300,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic 5-spd,Midgrade Gasoline,8,5.7,15.0462,18.6,24.3654,34.2,487,4,4,pv2,0
34207,Chrysler,300 AWD,2014-01-01,Large Cars,All-Wheel Drive,Automatic 8-spd,Regular Gasoline,6,3.6,18.3385,23.0,26.9053,38.1,415,5,5,pv2,0
34208,Chrysler,300 AWD,2014-01-01,Large Cars,All-Wheel Drive,Automatic 8-spd,Regular Gasoline,6,3.6,18.3385,23.0,26.9053,38.1,415,5,5,pv2,0
34209,Chrysler,300 AWD,2014-01-01,Large Cars,All-Wheel Drive,Automatic 5-spd,Midgrade Gasoline,8,5.7,14.704,18.1499,23.31,32.5997,503,4,4,pv2,0
34210,Dodge,Charger,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic 5-spd,Regular Gasoline,6,3.6,17.820999999999998,22.3,26.7761,37.9,422,5,5,pv2,0
34211,Dodge,Charger,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic 5-spd,Regular Gasoline,6,3.6,17.820999999999998,22.3,26.7761,37.9,422,5,5,pv2,0
34212,Dodge,Charger,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic 5-spd,Midgrade Gasoline,8,5.7,15.0462,18.6,24.3654,34.2,487,4,4,pv2,0
34213,Dodge,Charger AWD,2014-01-01,Large Cars,All-Wheel Drive,Automatic 8-spd,Regular Gasoline,6,3.6,18.3385,23.0,26.9053,38.1,415,5,5,pv2,0
34214,Dodge,Charger AWD,2014-01-01,Large Cars,All-Wheel Drive,Automatic 8-spd,Regular Gasoline,6,3.6,18.3385,23.0,26.9053,38.1,415,5,5,pv2,0
34215,Dodge,Charger AWD,2014-01-01,Large Cars,All-Wheel Drive,Automatic 5-spd,Midgrade Gasoline,8,5.7,14.704,18.1499,23.31,32.5997,503,4,4,pv2,0
34216,Jaguar,XJ,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,5.0,14.8943,18.4,22.9126,32.0,503,4,4,pv2,0
34217,Jaguar,XJL,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,5.0,14.8943,18.4,22.9126,32.0,503,4,4,pv2,0
34218,Jaguar,XJ AWD,2014-01-01,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,16.1041,20.0,24.2996,34.1,468,4,4,pv2,0
34219,Jaguar,XJL AWD,2014-01-01,Large Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,16.0289,19.9,24.2339,34.0,470,4,4,pv2,0
34220,Maserati,Quattroporte SQ4 V6,2014-01-01,Large Cars,All-Wheel Drive,Automatic 8-spd,Premium Gasoline,6,3.0,15.0458,18.5995,24.1052,33.8044,493,4,4,pv2,0
34221,Rolls-Royce,Phantom,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.7,11.485,13.9,18.5758,25.6,638,2,2,pv2,0
34222,Rolls-Royce,Phantom EWB,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.7,11.4889,13.9,18.5489,25.3,637,2,2,pv2,0
34223,Rolls-Royce,Ghost,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.6,12.5264,15.1,20.9824,26.4,580,2,2,pv2,0
34224,Rolls-Royce,Ghost EWB,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.6,12.5264,15.1,20.9824,26.4,580,2,2,pv2,0
34245,Mazda,3 4-Door,2014-01-01,Compact Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.0,29.6199,39.1,39.3776,58.3,267,8,8,pv2,0
34246,Mazda,3 4-Door,2014-01-01,Compact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.0,29.0191,38.2,39.2004,58.0,270,8,8,pv2,0
34247,Nissan,Altima,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.5,26.8961,35.0598,37.0374,54.3708,290,8,8,pv2,0
34248,Nissan,Altima,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (AV-S7),Regular Gasoline,6,3.5,21.7715,27.7267,31.0,44.3669,353,6,6,pv2,0
34262,Scion,FR-S,2014-01-01,Minicompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.0,21.5312,27.391,29.9008,42.7892,360,6,6,pv2,77
34263,Scion,FR-S,2014-01-01,Minicompact Cars,Rear-Wheel Drive,Automatic (S6),Premium Gasoline,4,2.0,24.4382,31.5,33.0051,47.7546,320,7,7,pv2,77
34267,BMW,428i Coupe,2014-01-01,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,22.7852,29.1503,34.4778,50.1488,327,7,7,pv2,92
34268,BMW,428i Coupe,2014-01-01,Compact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.0,22.1206,28.2155,33.3967,48.3887,341,7,7,pv2,92
34269,BMW,428i xDrive Coupe,2014-01-01,Compact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,22.2419,28.3857,32.4972,46.9347,346,7,7,pv2,92
34270,BMW,435i Coupe,2014-01-01,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,21.5739,27.4506,31.7904,45.7986,353,6,6,pv2,92
34271,BMW,435i Coupe,2014-01-01,Compact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.0,19.9686,25.2264,29.3791,41.9655,381,6,6,pv2,92
34272,BMW,435i xDrive Coupe,2014-01-01,Compact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,20.0893,25.3925,29.765,42.5746,377,6,6,pv2,92
34273,BMW,435i xDrive Coupe,2014-01-01,Compact Cars,All-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.0,19.6975,24.8538,27.9661,39.7494,392,6,6,pv2,92
34274,Mazda,3 4-Door,2014-01-01,Compact Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.5,27.7679,36.3419,37.5599,55.2422,282,8,8,pv2,0
34275,Mazda,3 4-Door,2014-01-01,Compact Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.5,28.1484,36.9047,37.8461,55.721,280,8,8,pv2,0
34276,Mercedes-Benz,C300 4matic,2014-01-01,Compact Cars,4-Wheel Drive,Automatic 7-spd,Premium Gasoline,6,3.5,19.7311,24.9,26.7761,37.9,395,5,5,pv2,0
34277,Rolls-Royce,Phantom Coupe,2014-01-01,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,12,6.7,11.485,13.9,18.5758,25.6,638,2,2,pv2,96
34283,Buick,Regal AWD,2014-01-01,Midsize Cars,All-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.0,19.0003,23.9,26.7761,37.9,407,5,5,pv2,0
34284,Dodge,Challenger,2014-01-01,Midsize Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,5.7,15.1221,18.7,23.0,32.6,493,4,4,pv2,94
34285,Dodge,Challenger SRT8,2014-01-01,Midsize Cars,Rear-Wheel Drive,Automatic 5-spd,Premium Gasoline,8,6.4,14.1316,17.4,22.8018,31.8,521,3,3,pv2,94
34286,Dodge,Challenger SRT8,2014-01-01,Midsize Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,6.4,14.0551,17.3,23.0437,31.4,521,3,3,pv2,94
34287,Mazda,3 5-Door,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.5,27.1239,35.3939,35.5347,51.8827,293,8,8,pv2,0
34288,Mazda,3 5-Door,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.5,28.1762,36.9459,36.9914,54.2943,281,8,8,pv2,0
34289,Toyota,Camry,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.5,24.7868,32.0,34.3867,50.0,313,7,7,pv2,0
34290,Toyota,Camry Hybrid LE,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.5,41.8029,58.5,38.0722,56.1,220,9,9,pv2,0
34291,Toyota,Camry Hybrid XLE/SE,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.5,39.7528,55.0738,37.1526,54.5626,229,9,9,pv2,0
34292,Toyota,Camry,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.5,21.3224,27.1,30.1602,43.2,361,6,6,pv2,0
34293,Chevrolet,SS,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S6),Regular Gasoline,8,6.2,14.1316,17.4,21.1096,29.3,536,3,3,pv2,0
34294,Chrysler,300,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic 8-spd,Regular Gasoline,6,3.6,19.0003,23.9,30.0971,43.1,389,6,6,pv2,0
34295,Chrysler,300,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic 8-spd,Regular Gasoline,6,3.6,19.0003,23.9,30.0971,43.1,389,6,6,pv2,0
34296,Chrysler,300 SRT8,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic 5-spd,Premium Gasoline,8,6.4,14.1316,17.4,22.8018,31.8,521,3,3,pv2,0
34297,Dodge,Charger,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic 8-spd,Regular Gasoline,6,3.6,19.0003,23.9,30.0971,43.1,389,6,6,pv2,0
34298,Dodge,Charger,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic 8-spd,Regular Gasoline,6,3.6,19.0003,23.9,30.0971,43.1,389,6,6,pv2,0
34299,Dodge,Charger SRT8,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic 5-spd,Premium Gasoline,8,6.4,14.1316,17.4,22.8018,31.8,521,3,3,pv2,0
34308,Scion,xD,2014-01-01,Subcompact Cars,Front-Wheel Drive,Automatic 4-spd,Regular Gasoline,4,1.8,26.5132,34.5,32.6618,47.2,305,7,7,pv2,0
34309,Scion,xD,2014-01-01,Subcompact Cars,Front-Wheel Drive,Manual 5-spd,Regular Gasoline,4,1.8,26.6501,34.7,32.4757,46.9,301,7,7,pv2,0
34310,Bentley,Mulsanne,2014-01-01,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,6.8,10.5402,12.9,17.7129,21.8,688,1,1,pv2,0
34311,Chevrolet,Malibu,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.5,25.0825,32.4254,36.0,51.8504,310,7,7,pv2,0
34312,Ford,Fusion Hybrid FWD,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.0,42.9045,60.3697,39.3874,58.3165,215,9,9,pv2,0
34313,Honda,Accord,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (AV-S7),Regular Gasoline,4,2.4,25.8772,33.5744,33.4835,48.5295,309,7,7,pv2,92
34314,Honda,Accord,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.5,20.5803,26.0702,31.4061,45.1834,364,6,6,pv2,92
34315,Honda,Accord,2014-01-01,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,6,3.5,18.1539,22.7499,27.6454,39.2494,414,5,5,pv2,92
34316,Lincoln,MKZ Hybrid FWD,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.0,38.0,60.3697,37.0,58.3165,242,9,9,pv2,0
34332,Fiat,500,2014-01-01,Minicompact Cars,Front-Wheel Drive,Manual 5-spd,Premium Gasoline,4,1.4,27.5361,36.0,33.0332,47.8,299,8,8,pv2,0
34333,Fiat,500 Abarth,2014-01-01,Minicompact Cars,Front-Wheel Drive,Manual 5-spd,Premium Gasoline,4,1.4,27.5361,36.0,33.0332,47.8,299,8,8,pv2,0
34334,Acura,TSX,2014-01-01,Compact Cars,Front-Wheel Drive,Automatic (S5),Premium Gasoline,4,2.4,22.0382,28.1,30.8526,44.3,349,7,7,pv2,0
34335,Acura,TSX,2014-01-01,Compact Cars,Front-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.4,20.8906,26.5,28.7015,40.9,373,6,6,pv2,0
34336,Acura,TSX,2014-01-01,Compact Cars,Front-Wheel Drive,Automatic (S5),Premium Gasoline,6,3.5,19.4394,24.5,27.8062,39.5,394,6,6,pv2,0
34337,Honda,Insight,2014-01-01,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,1.3,39.9917,55.4695,42.3333,63.3594,216,9,9,pv2,0
34338,Honda,Insight,2014-01-01,Compact Cars,Front-Wheel Drive,Automatic (AV-S7),Regular Gasoline,4,1.3,40.0704,55.6,42.4604,63.5794,216,9,9,pv2,0
34339,Mitsubishi,Mirage,2014-01-01,Compact Cars,Front-Wheel Drive,Manual 5-spd,Regular Gasoline,3,1.2,33.1238,44.4503,40.794,60.7107,243,9,9,pv2,0
34340,Mitsubishi,Mirage,2014-01-01,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,3,1.2,36.2941,49.4465,42.3508,63.3897,228,9,9,pv2,0
34341,Acura,TL 2WD,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (S6),Premium Gasoline,6,3.5,19.8767,25.1,28.574,40.7,385,6,6,pv2,0
34342,Acura,TL 4WD,2014-01-01,Midsize Cars,All-Wheel Drive,Automatic (S6),Premium Gasoline,6,3.7,18.3385,23.0,25.8687,36.5,421,5,5,pv2,0
34343,Acura,TL 4WD,2014-01-01,Midsize Cars,All-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.7,17.5243,21.9,24.4967,34.4,442,5,5,pv2,0
34344,Honda,Accord,2014-01-01,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.4,23.7138,30.466,34.0,48.9811,324,7,7,pv2,92
34345,Honda,Accord,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.4,26.3703,34.2916,35.015,51.0284,300,8,8,pv2,92
34346,Honda,Accord,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic 6-spd,Regular Gasoline,6,3.5,21.2507,27.0002,33.5392,48.6199,350,7,7,pv2,92
34347,Jaguar,XF FFV,2014-01-01,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,5.0,15.0462,18.6,22.8462,31.9,500,4,4,pv2,0
34348,Jaguar,XF FFV,2014-01-01,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,17.45,21.8,27.2921,38.7,427,5,5,pv2,0
34349,Nissan,Maxima,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (AV-S6),Premium Gasoline,6,3.5,19.1718,24.1341,25.6052,36.0951,411,5,5,pv2,0
34350,Jaguar,XJ FFV,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,5.0,14.8943,18.4,22.9126,32.0,503,4,4,pv2,0
34351,Jaguar,XJL FFV,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,5.0,14.8943,18.4,22.9126,32.0,503,4,4,pv2,0
34352,Jaguar,XJ FFV,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,17.9691,22.5,26.7761,37.9,423,5,5,pv2,0
34353,Jaguar,XJL FFV,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,16.6294,20.7,26.7761,37.9,443,5,5,pv2,0
34354,Porsche,Panamera,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.6,18.2919,22.9368,27.5172,39.0499,413,5,5,pv2,0
34355,Porsche,Panamera 4,2014-01-01,Large Cars,All-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.6,18.027,22.5783,26.582,37.5997,422,5,5,pv2,0
34356,Porsche,Panamera 4S Executive,2014-01-01,Large Cars,All-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.0,17.2187,21.4891,26.2026,37.0141,437,5,5,pv2,0
34357,Porsche,Panamera GTS,2014-01-01,Large Cars,All-Wheel Drive,Automatic (AM-S7),Premium Gasoline,8,4.8,15.6422,19.3871,24.0365,33.7,480,4,4,pv2,0
34358,Porsche,Panamera Turbo,2014-01-01,Large Cars,All-Wheel Drive,Automatic (AM-S7),Premium Gasoline,8,4.8,15.4756,19.1667,24.0681,33.7481,483,4,4,pv2,0
34359,Porsche,Panamera Turbo Executive,2014-01-01,Large Cars,All-Wheel Drive,Automatic (AM-S7),Premium Gasoline,8,4.8,15.3299,18.9742,23.7728,33.3,488,4,4,pv2,0
34395,Honda,Accord Hybrid,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.0,48.5199,70.2278,44.6276,69.4883,188,10,10,pv2,92
34396,Mercedes-Benz,E250 Bluetec,2014-01-01,Midsize Cars,Rear-Wheel Drive,Automatic 7-spd,Diesel,4,2.1,28.0101,36.7,40.0845,59.5,314,8,7,pv2,0
34397,Mercedes-Benz,E250 Bluetec 4matic,2014-01-01,Midsize Cars,4-Wheel Drive,Automatic 7-spd,Diesel,4,2.1,26.9917,35.2,37.235,54.7,330,8,7,pv2,0
34398,Toyota,Corolla,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic 4-spd,Regular Gasoline,4,1.8,27.1281,35.4,35.4237,51.7,291,8,8,pv2,0
34399,Toyota,Corolla,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,1.8,28.5494,37.5,36.8746,54.1,281,8,8,pv2,0
34400,Toyota,Corolla,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (AV-S7),Regular Gasoline,4,1.8,28.6188,37.6032,36.0592,52.7481,280,8,8,pv2,0
34401,Toyota,Corolla,2014-01-01,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,1.8,27.7339,36.2918,35.8982,52.4821,285,8,8,pv2,0
34402,Toyota,Corolla LE Eco,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,1.8,30.1147,39.8449,40.0829,59.4973,263,9,9,pv2,0
34403,Toyota,Corolla LE Eco,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,1.8,30.0849,39.8,38.1914,56.3,266,8,8,pv2,0
34428,Lexus,IS 350 C,2014-01-01,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),Premium Gasoline,6,3.5,19.2932,24.3,26.6469,37.7,402,5,5,pv2,77
34429,Lexus,IS 250 C,2014-01-01,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),Premium Gasoline,6,2.5,21.0347,26.7,29.7178,42.5,362,6,6,pv2,77
34430,Volkswagen,Beetle Convertible,2014-01-01,Subcompact Cars,Front-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.0,22.6973,27.8385,30.6126,43.7643,347,7,7,pv2,81
34431,BMW,ActiveHybrid 3,2014-01-01,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,25.2708,32.697,32.1693,46.4069,318,7,7,pv2,0
34432,Volkswagen,Beetle,2014-01-01,Compact Cars,Front-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.0,22.6973,27.8385,30.6126,43.7643,347,7,7,pv2,0
34433,BMW,ActiveHybrid 5,2014-01-01,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,22.7855,28.2943,30.3125,41.9998,346,7,7,pv2,0
34434,Cadillac,CTS Sedan,2014-01-01,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Regular Gasoline,6,3.6,18.3036,22.9527,28.2211,40.1477,409,5,5,pv2,0
34435,Kia,Optima,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic 6-spd,Regular Gasoline,4,2.0,20.0221,25.3,30.0971,43.1,372,6,6,pv2,0
34436,Kia,Optima,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic 6-spd,Regular Gasoline,4,2.4,22.7458,29.0948,33.0932,47.8971,332,7,7,pv2,0
34437,Maserati,Ghibli V6,2014-01-01,Midsize Cars,Rear-Wheel Drive,Automatic 8-spd,Premium Gasoline,6,3.0,15.5385,19.2499,24.356,34.1857,482,4,4,pv2,0
34438,BMW,ActiveHybrid 7L,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,22.4237,28.2068,30.4412,43.1262,350,6,6,pv2,0
34439,Mercedes-Benz,S550,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic 7-spd,Premium Gasoline,8,4.7,16.8455,21.8,26.1061,35.5,444,5,5,pv2,0
34440,Porsche,Panamera S,2014-01-01,Large Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.0,17.527,21.9036,26.3749,37.2798,430,5,5,pv2,0
34441,Porsche,Panamera 4S,2014-01-01,Large Cars,All-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.0,17.527,21.9036,26.3749,37.2798,430,5,5,pv2,0
34455,Mercedes-Benz,CLA250,2014-01-01,Compact Cars,Front-Wheel Drive,Automatic (AM7),Premium Gasoline,4,2.0,25.8259,33.5,36.8145,54.0,299,8,8,pv2,0
34456,Hyundai,Sonata,2014-01-01,Large Cars,Front-Wheel Drive,Automatic 6-spd,Regular Gasoline,4,2.4,23.6823,30.4211,33.6414,48.7859,324,7,7,pv2,0
34462,Porsche,911 Turbo,2014-01-01,Minicompact Cars,4-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.8,17.2046,21.4702,24.2994,34.0997,449,5,5,pv2,70
34463,Porsche,911 Turbo Cabriolet,2014-01-01,Minicompact Cars,4-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.8,17.2046,21.4702,24.2994,34.0997,449,5,5,pv2,68
34464,Porsche,911 Turbo S,2014-01-01,Minicompact Cars,4-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.8,17.2046,21.4702,24.2994,34.0997,449,5,5,pv2,70
34465,Porsche,911 Turbo S Cabriolet,2014-01-01,Minicompact Cars,4-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.8,17.2046,21.4702,24.2994,34.0997,449,5,5,pv2,70
34466,Porsche,911 Targa 4,2014-01-01,Minicompact Cars,4-Wheel Drive,Manual 7-spd,Premium Gasoline,6,3.4,18.3385,23.0,25.8687,36.5,422,5,5,pv2,70
34467,Porsche,911 Targa 4,2014-01-01,Minicompact Cars,4-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.4,19.1468,24.1,26.1286,36.9,409,5,5,pv2,70
34468,Ford,Fiesta SFE FWD,2014-01-01,Subcompact Cars,Front-Wheel Drive,Manual 5-spd,Regular Gasoline,3,1.0,31.074,41.299,41.0213,61.1,252,9,9,pv2,0
34469,Lexus,IS F,2014-01-01,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,5.0,15.8028,19.6,22.9789,32.1,475,4,4,pv2,0
34470,Dodge,Dart,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic 6-spd,Regular Gasoline,4,2.4,23.1703,29.6946,33.9242,49.2459,328,7,7,pv2,0
34471,Dodge,Dart Aero,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic (AM6),Premium Gasoline,4,1.4,27.6715,36.1997,38.3403,56.55,280,8,8,pv2,0
34472,Dodge,Dart Aero,2014-01-01,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Premium Gasoline,4,1.4,27.5361,36.0,39.2004,58.0,279,8,8,pv2,0
34473,Dodge,Dart,2014-01-01,Midsize Cars,Front-Wheel Drive,Automatic 6-spd,Regular Gasoline,4,2.0,23.6998,30.446,32.8158,47.4487,327,7,7,pv2,0
